model,set,pair,wording,a,b,source,n_readings_per_order,p_a_forward_readings,p_a_reverse_readings,p_a_forward_median,p_a_reverse_median,choice_probability_a,measurable,selected,captured_mass
Llama-3.1-405B,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,NDIF,1,0.9999,0.9820,0.9999,0.9820,0.9910,1,d1_F-A-D_a,1.0000
gemma-4-31b,main,d1_A_a|d1_SN_a,a,d1_A_a,d1_SN_a,CoreWeave,3,0.0001;0.1641;0.0203,0.0180;0.1824;0.9995,0.0203,0.1824,0.1014,1,d1_SN_a,1.0000
gemma-4-31b,main,d1_A_a|d1_SS_a,a,d1_A_a,d1_SS_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
gemma-4-31b,main,d1_A_a|d1_S_a,a,d1_A_a,d1_S_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
gemma-4-31b,main,d1_A_a|d1_W_a,a,d1_A_a,d1_W_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
gemma-4-31b,main,d1_A_b|d1_D12_b,b,d1_A_b,d1_D12_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_b|d1_D4_b,b,d1_A_b,d1_D4_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_A_b|d1_L_b,b,d1_A_b,d1_L_b,CoreWeave,3,0.0017;0.0113;0.9841,0.9914;1.0000;1.0000,0.0113,1.0000,,0,,1.0000
gemma-4-31b,main,d1_A_b|d1_Lp_b,b,d1_A_b,d1_Lp_b,CoreWeave,3,1.0000;1.0000;1.0000,0.9941;0.9994;1.0000,1.0000,0.9994,0.9997,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_b|d1_M_b,b,d1_A_b,d1_M_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_b|d1_SN_b,b,d1_A_b,d1_SN_b,CoreWeave,3,0.8670;0.9995;0.9983,1.0000;1.0000;1.0000,0.9983,1.0000,0.9991,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_b|d1_SS_b,b,d1_A_b,d1_SS_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_b|d1_S_b,b,d1_A_b,d1_S_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_b|d1_W_b,b,d1_A_b,d1_W_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
gemma-4-31b,main,d1_A_c|d1_D12_c,c,d1_A_c,d1_D12_c,CoreWeave,1,1.0000,0.9997,1.0000,0.9997,0.9999,1,d1_A_c,1.0000
gemma-4-31b,main,d1_A_c|d1_D4_c,c,d1_A_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_A_c|d1_L_c,c,d1_A_c,d1_L_c,CoreWeave,3,0.4688;0.0010;0.0076,0.0009;0.0019;0.0180,0.0076,0.0019,0.0048,1,d1_L_c,1.0000
gemma-4-31b,main,d1_A_c|d1_Lp_c,c,d1_A_c,d1_Lp_c,CoreWeave,3,0.9964;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
gemma-4-31b,main,d1_A_c|d1_M_c,c,d1_A_c,d1_M_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
gemma-4-31b,main,d1_A_c|d1_SN_c,c,d1_A_c,d1_SN_c,CoreWeave,3,0.9997;0.9999;0.9991,1.0000;1.0000;1.0000,0.9997,1.0000,0.9999,1,d1_A_c,1.0000
gemma-4-31b,main,d1_A_c|d1_SS_c,c,d1_A_c,d1_SS_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
gemma-4-31b,main,d1_A_c|d1_S_c,c,d1_A_c,d1_S_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
gemma-4-31b,main,d1_A_c|d1_W_c,c,d1_A_c,d1_W_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
gemma-4-31b,main,d1_D4_a|d1_D12_a,a,d1_D4_a,d1_D12_a,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_D4_b|d1_D12_b,b,d1_D4_b,d1_D12_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_D4_c|d1_D12_c,c,d1_D4_c,d1_D12_c,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_L_a|d1_D12_a,a,d1_L_a,d1_D12_a,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
gemma-4-31b,main,d1_L_a|d1_D4_a,a,d1_L_a,d1_D4_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_L_a|d1_Lp_a,a,d1_L_a,d1_Lp_a,CoreWeave,3,0.0675;0.9999;0.9999,0.0006;0.0000;0.0000,0.9999,0.0000,,0,,1.0000
gemma-4-31b,main,d1_L_a|d1_M_a,a,d1_L_a,d1_M_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
gemma-4-31b,main,d1_L_a|d1_SN_a,a,d1_L_a,d1_SN_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
gemma-4-31b,main,d1_L_a|d1_SS_a,a,d1_L_a,d1_SS_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
gemma-4-31b,main,d1_L_a|d1_S_a,a,d1_L_a,d1_S_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
gemma-4-31b,main,d1_L_a|d1_W_a,a,d1_L_a,d1_W_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
gemma-4-31b,main,d1_L_b|d1_D12_b,b,d1_L_b,d1_D12_b,CoreWeave,1,1.0000,0.0124,1.0000,0.0124,,0,,1.0000
gemma-4-31b,main,d1_L_b|d1_D4_b,b,d1_L_b,d1_D4_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_L_b|d1_Lp_b,b,d1_L_b,d1_Lp_b,CoreWeave,3,0.9985;0.9991;0.9999,0.0000;0.0000;0.0000,0.9991,0.0000,,0,,1.0000
gemma-4-31b,main,d1_L_b|d1_M_b,b,d1_L_b,d1_M_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_b,1.0000
gemma-4-31b,main,d1_L_b|d1_SN_b,b,d1_L_b,d1_SN_b,CoreWeave,3,0.9948;0.2912;0.3808,1.0000;1.0000;1.0000,0.3808,1.0000,,0,,1.0000
gemma-4-31b,main,d1_L_b|d1_SS_b,b,d1_L_b,d1_SS_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_b,1.0000
gemma-4-31b,main,d1_L_b|d1_S_b,b,d1_L_b,d1_S_b,CoreWeave,3,1.0000;1.0000;1.0000,0.9999;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_b,1.0000
gemma-4-31b,main,d1_L_b|d1_W_b,b,d1_L_b,d1_W_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_b,1.0000
gemma-4-31b,main,d1_L_c|d1_D12_c,c,d1_L_c,d1_D12_c,CoreWeave,1,1.0000,0.2018,1.0000,0.2018,,0,,1.0000
gemma-4-31b,main,d1_L_c|d1_D4_c,c,d1_L_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_L_c|d1_Lp_c,c,d1_L_c,d1_Lp_c,CoreWeave,3,0.9994;0.9999;0.9959,0.0000;0.0000;0.0000,0.9994,0.0000,,0,,1.0000
gemma-4-31b,main,d1_L_c|d1_M_c,c,d1_L_c,d1_M_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_c,1.0000
gemma-4-31b,main,d1_L_c|d1_SN_c,c,d1_L_c,d1_SN_c,Novita,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_c,1.0000
gemma-4-31b,main,d1_L_c|d1_SS_c,c,d1_L_c,d1_SS_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_c,1.0000
gemma-4-31b,main,d1_L_c|d1_S_c,c,d1_L_c,d1_S_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_c,1.0000
gemma-4-31b,main,d1_L_c|d1_W_c,c,d1_L_c,d1_W_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_L_c,1.0000
gemma-4-31b,main,d1_Lp_a|d1_D12_a,a,d1_Lp_a,d1_D12_a,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_Lp_a,1.0000
gemma-4-31b,main,d1_Lp_a|d1_D4_a,a,d1_Lp_a,d1_D4_a,CoreWeave,1,0.0373,0.0000,0.0373,0.0000,0.0187,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_Lp_a|d1_S_a,a,d1_Lp_a,d1_S_a,Venice,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_Lp_a,1.0000
gemma-4-31b,main,d1_Lp_b|d1_D12_b,b,d1_Lp_b,d1_D12_b,CoreWeave,1,1.0000,0.0002,1.0000,0.0002,,0,,1.0000
gemma-4-31b,main,d1_Lp_b|d1_D4_b,b,d1_Lp_b,d1_D4_b,Venice,1,0.7311,0.0000,0.7311,0.0000,,0,,1.0000
gemma-4-31b,main,d1_Lp_b|d1_S_b,b,d1_Lp_b,d1_S_b,CoreWeave,3,0.9990;1.0000;1.0000,0.9999;0.9993;0.9995,1.0000,0.9995,0.9997,1,d1_Lp_b,1.0000
gemma-4-31b,main,d1_Lp_c|d1_D12_c,c,d1_Lp_c,d1_D12_c,CoreWeave,1,1.0000,0.9995,1.0000,0.9995,0.9998,1,d1_Lp_c,1.0000
gemma-4-31b,main,d1_Lp_c|d1_D4_c,c,d1_Lp_c,d1_D4_c,CoreWeave,1,0.9998,0.0000,0.9998,0.0000,,0,,1.0000
gemma-4-31b,main,d1_Lp_c|d1_S_c,c,d1_Lp_c,d1_S_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_Lp_c,1.0000
gemma-4-31b,main,d1_M_a|d1_D12_a,a,d1_M_a,d1_D12_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_a,1.0000
gemma-4-31b,main,d1_M_a|d1_D4_a,a,d1_M_a,d1_D4_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_M_a|d1_Lp_a,a,d1_M_a,d1_Lp_a,Venice,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_a,1.0000
gemma-4-31b,main,d1_M_a|d1_SS_a,a,d1_M_a,d1_SS_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_M_a,1.0000
gemma-4-31b,main,d1_M_a|d1_S_a,a,d1_M_a,d1_S_a,CoreWeave,3,0.9983;0.9992;0.8879,0.0052;0.0000;0.0336,0.9983,0.0052,,0,,1.0000
gemma-4-31b,main,d1_M_b|d1_D12_b,b,d1_M_b,d1_D12_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_b,1.0000
gemma-4-31b,main,d1_M_b|d1_D4_b,b,d1_M_b,d1_D4_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_M_b|d1_Lp_b,b,d1_M_b,d1_Lp_b,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_b,1.0000
gemma-4-31b,main,d1_M_b|d1_SS_b,b,d1_M_b,d1_SS_b,CoreWeave,3,0.9740;0.9887;0.1388,0.0601;0.9754;0.9944,0.9740,0.9754,0.9747,1,d1_M_b,1.0000
gemma-4-31b,main,d1_M_b|d1_S_b,b,d1_M_b,d1_S_b,Venice,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_b,1.0000
gemma-4-31b,main,d1_M_c|d1_D12_c,c,d1_M_c,d1_D12_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_c,1.0000
gemma-4-31b,main,d1_M_c|d1_D4_c,c,d1_M_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_M_c|d1_Lp_c,c,d1_M_c,d1_Lp_c,Venice,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_c,1.0000
gemma-4-31b,main,d1_M_c|d1_SS_c,c,d1_M_c,d1_SS_c,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_SS_c,1.0000
gemma-4-31b,main,d1_M_c|d1_S_c,c,d1_M_c,d1_S_c,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_c,1.0000
gemma-4-31b,main,d1_SN_a|d1_D12_a,a,d1_SN_a,d1_D12_a,CoreWeave,1,0.9983,0.0076,0.9983,0.0076,,0,,1.0000
gemma-4-31b,main,d1_SN_a|d1_D4_a,a,d1_SN_a,d1_D4_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_SN_a|d1_Lp_a,a,d1_SN_a,d1_Lp_a,CoreWeave,3,0.5000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_a,1.0000
gemma-4-31b,main,d1_SN_a|d1_M_a,a,d1_SN_a,d1_M_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_a,1.0000
gemma-4-31b,main,d1_SN_a|d1_SS_a,a,d1_SN_a,d1_SS_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_a,1.0000
gemma-4-31b,main,d1_SN_a|d1_S_a,a,d1_SN_a,d1_S_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_a,1.0000
gemma-4-31b,main,d1_SN_a|d1_W_a,a,d1_SN_a,d1_W_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_a,1.0000
gemma-4-31b,main,d1_SN_b|d1_D12_b,b,d1_SN_b,d1_D12_b,Venice,1,0.9941,1.0000,0.9941,1.0000,0.9970,1,d1_SN_b,1.0000
gemma-4-31b,main,d1_SN_b|d1_D4_b,b,d1_SN_b,d1_D4_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_SN_b|d1_Lp_b,b,d1_SN_b,d1_Lp_b,CoreWeave,3,0.8933;0.0690;0.9241,0.9985;0.9985;0.9975,0.8933,0.9985,0.9459,1,d1_SN_b,1.0000
gemma-4-31b,main,d1_SN_b|d1_M_b,b,d1_SN_b,d1_M_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_b,1.0000
gemma-4-31b,main,d1_SN_b|d1_SS_b,b,d1_SN_b,d1_SS_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_b,1.0000
gemma-4-31b,main,d1_SN_b|d1_S_b,b,d1_SN_b,d1_S_b,Venice,3,0.9999;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_b,1.0000
gemma-4-31b,main,d1_SN_b|d1_W_b,b,d1_SN_b,d1_W_b,CoreWeave,3,1.0000;0.9998;0.9995,0.9999;1.0000;0.9999,0.9998,0.9999,0.9999,1,d1_SN_b,1.0000
gemma-4-31b,main,d1_SN_c|d1_D12_c,c,d1_SN_c,d1_D12_c,CoreWeave,1,0.9959,0.0000,0.9959,0.0000,,0,,1.0000
gemma-4-31b,main,d1_SN_c|d1_D4_c,c,d1_SN_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_SN_c|d1_Lp_c,c,d1_SN_c,d1_Lp_c,CoreWeave,3,0.0001;0.0654;0.1567,0.0124;0.0022;0.9526,0.0654,0.0124,0.0389,1,d1_Lp_c,1.0000
gemma-4-31b,main,d1_SN_c|d1_M_c,c,d1_SN_c,d1_M_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_c,1.0000
gemma-4-31b,main,d1_SN_c|d1_SS_c,c,d1_SN_c,d1_SS_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_c,1.0000
gemma-4-31b,main,d1_SN_c|d1_S_c,c,d1_SN_c,d1_S_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_c,1.0000
gemma-4-31b,main,d1_SN_c|d1_W_c,c,d1_SN_c,d1_W_c,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_SN_c,1.0000
gemma-4-31b,main,d1_SS_a|d1_D12_a,a,d1_SS_a,d1_D12_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_a,1.0000
gemma-4-31b,main,d1_SS_a|d1_D4_a,a,d1_SS_a,d1_D4_a,Venice,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_SS_a|d1_Lp_a,a,d1_SS_a,d1_Lp_a,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_a,1.0000
gemma-4-31b,main,d1_SS_a|d1_S_a,a,d1_SS_a,d1_S_a,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_a,1.0000
gemma-4-31b,main,d1_SS_b|d1_D12_b,b,d1_SS_b,d1_D12_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_b,1.0000
gemma-4-31b,main,d1_SS_b|d1_D4_b,b,d1_SS_b,d1_D4_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_SS_b|d1_Lp_b,b,d1_SS_b,d1_Lp_b,CoreWeave,3,0.9924;1.0000;0.9968,0.6792;0.0025;0.0086,0.9968,0.0086,,0,,1.0000
gemma-4-31b,main,d1_SS_b|d1_S_b,b,d1_SS_b,d1_S_b,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_b,1.0000
gemma-4-31b,main,d1_SS_c|d1_D12_c,c,d1_SS_c,d1_D12_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_c,1.0000
gemma-4-31b,main,d1_SS_c|d1_D4_c,c,d1_SS_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_SS_c|d1_Lp_c,c,d1_SS_c,d1_Lp_c,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_c,1.0000
gemma-4-31b,main,d1_SS_c|d1_S_c,c,d1_SS_c,d1_S_c,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_c,1.0000
gemma-4-31b,main,d1_S_a|d1_D12_a,a,d1_S_a,d1_D12_a,Venice,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_a,1.0000
gemma-4-31b,main,d1_S_a|d1_D4_a,a,d1_S_a,d1_D4_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_S_b|d1_D12_b,b,d1_S_b,d1_D12_b,CoreWeave,1,0.0022,0.9959,0.0022,0.9959,,0,,1.0000
gemma-4-31b,main,d1_S_b|d1_D4_b,b,d1_S_b,d1_D4_b,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_S_c|d1_D12_c,c,d1_S_c,d1_D12_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_c,1.0000
gemma-4-31b,main,d1_S_c|d1_D4_c,c,d1_S_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_W_a|d1_D12_a,a,d1_W_a,d1_D12_a,Venice,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_a,1.0000
gemma-4-31b,main,d1_W_a|d1_D4_a,a,d1_W_a,d1_D4_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_W_a|d1_Lp_a,a,d1_W_a,d1_Lp_a,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_a,1.0000
gemma-4-31b,main,d1_W_a|d1_M_a,a,d1_W_a,d1_M_a,CoreWeave,3,0.0001;0.0001;0.0002,0.0001;0.0000;0.0007,0.0001,0.0001,0.0001,1,d1_M_a,1.0000
gemma-4-31b,main,d1_W_a|d1_SS_a,a,d1_W_a,d1_SS_a,CoreWeave,3,0.0000;0.0017;0.0041,0.0022;0.9669;0.0005,0.0017,0.0022,0.0019,1,d1_SS_a,1.0000
gemma-4-31b,main,d1_W_a|d1_S_a,a,d1_W_a,d1_S_a,Venice,3,0.0000;0.0001;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_a,1.0000
gemma-4-31b,main,d1_W_b|d1_D12_b,b,d1_W_b,d1_D12_b,CoreWeave,1,0.9959,0.0001,0.9959,0.0001,,0,,1.0000
gemma-4-31b,main,d1_W_b|d1_D4_b,b,d1_W_b,d1_D4_b,Venice,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_b,1.0000
gemma-4-31b,main,d1_W_b|d1_Lp_b,b,d1_W_b,d1_Lp_b,Venice,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_b,1.0000
gemma-4-31b,main,d1_W_b|d1_M_b,b,d1_W_b,d1_M_b,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_W_b,1.0000
gemma-4-31b,main,d1_W_b|d1_SS_b,b,d1_W_b,d1_SS_b,CoreWeave,3,1.0000;0.9995;0.9995,1.0000;1.0000;1.0000,0.9995,1.0000,0.9998,1,d1_W_b,1.0000
gemma-4-31b,main,d1_W_b|d1_S_b,b,d1_W_b,d1_S_b,CoreWeave,3,1.0000;0.9902;1.0000,0.9924;1.0000;0.9999,1.0000,0.9999,1.0000,1,d1_W_b,1.0000
gemma-4-31b,main,d1_W_c|d1_D12_c,c,d1_W_c,d1_D12_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D12_c,1.0000
gemma-4-31b,main,d1_W_c|d1_D4_c,c,d1_W_c,d1_D4_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_c,1.0000
gemma-4-31b,main,d1_W_c|d1_Lp_c,c,d1_W_c,d1_Lp_c,CoreWeave,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_Lp_c,1.0000
gemma-4-31b,main,d1_W_c|d1_M_c,c,d1_W_c,d1_M_c,Venice,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_W_c,1.0000
gemma-4-31b,main,d1_W_c|d1_SS_c,c,d1_W_c,d1_SS_c,CoreWeave,3,0.0002;0.0259;0.0000,0.0000;0.0000;0.0000,0.0002,0.0000,0.0001,1,d1_SS_c,1.0000
gemma-4-31b,main,d1_W_c|d1_S_c,c,d1_W_c,d1_S_c,CoreWeave,3,0.0000;0.0000;0.0006,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_S_c,1.0000
qwen3.8-flash,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,OpenRouter,3,0.9914;0.9941;0.9924,0.9526;0.8355;0.9150,0.9924,0.9150,0.9537,1,d1_F-A-D_a,0.9993
qwen3.8-flash,constructed,d1_F-A-D_b|d1_F-A-P_b,b,d1_F-A-D_b,d1_F-A-P_b,OpenRouter,3,0.9903;0.9933;0.9933,0.9859;0.9669;0.9741,0.9933,0.9741,0.9837,1,d1_F-A-D_b,0.9972
qwen3.8-flash,constructed,d1_F-A-D_c|d1_F-A-P_c,c,d1_F-A-D_c,d1_F-A-P_c,OpenRouter,3,0.9624;0.9876;0.9903,0.9624;0.9526;0.9399,0.9876,0.9526,0.9701,1,d1_F-A-D_c,0.9977
